Year,AverageTemperature,MinimumTemperature,MaximumTemperature,Country
1884,25.855,23.08,27.673,Cambodia
1884,23.632,22.604,25.09,Cameroon
1884,-6.661,-25.831,11.443,Canada
1884,23.313,20.798,26.194,Cape Verde
1884,26.332,23.461,28.556,Cayman Islands
1884,24.456,23.409,26.171,Central African Republic
1884,26.151,20.43,29.944,Chad
1884,8.673,3.209,14.301,Chile
1884,5.805,-8.034,19.502,China
1884,23.91,23.177,24.801,Colombia
1884,,,,Comoros
1884,23.665,22.463,24.895,Congo
1884,22.93,22.167,23.658,Congo (Democratic Republic Of The)
1884,24.881,23.94,25.597,Costa Rica
1884,10.928,1.489,21.61,Croatia
1884,25.015,22.079,27.663,Cuba
1884,18.05,9.825,25.778,Cyprus
1884,7.702,0.516,18.158,Czech Republic
1884,26.377,24.822,28.065,Côte D'Ivoire
1884,8.369,1.624,17.302,Denmark
1884,28.174,23.674,33.093,Djibouti
1884,25.376,23.851,26.976,Dominica
1884,24.887,23.079,26.965,Dominican Republic
1884,20.944,20.095,21.869,Ecuador
1884,21.731,11.418,29.55,Egypt
1884,24.22,22.414,25.785,El Salvador
1884,24.273,22.617,25.993,Equatorial Guinea
1884,26.078,22.248,29.203,Eritrea
1884,4.814,-4.375,17.391,Estonia
1884,22.287,20.747,23.568,Ethiopia
1884,7.052,4.287,11.587,Faroe Islands
1884,24.029,21.851,25.8,Fiji
1884,1.258,-10.972,14.9,Finland
1884,10.444,3.431,19.158,France
1884,25.071,23.913,26.215,French Polynesia
1884,23.53,21.639,25.083,Gabon
1884,27.206,23.706,29.884,Gambia
1884,18.492,8.653,26.599,Gaza Strip
1884,7.293,-3.821,17.762,Georgia
1884,8.486,1.246,18.262,Germany
1884,26.897,24.827,28.913,Ghana
1884,14.043,4.168,23.271,Greece
1884,-20.434,-35.803,-2.134,Greenland
1884,25.994,24.936,26.794,Grenada
1884,22.476,19.065,24.476,Guatemala
1884,25.387,23.055,28.485,Guinea
1884,26.535,24.029,28.899,Guinea Bissau
1884,25.19,24.34,26.347,Guyana
1884,25.637,24.029,27.98,Haiti
1884,24.073,21.482,25.893,Honduras
1884,21.463,13.905,27.811,Hong Kong
1884,9.285,-0.94,20.538,Hungary
1884,1.676,-4.455,8.546,Iceland
1884,23.241,16.162,29.532,India
1884,24.93,24.577,25.199,Indonesia
1884,17.081,5.879,28.384,Iran
1884,21.211,7.884,33.162,Iraq
1884,9.495,4.993,14.986,Ireland
1884,9.682,5.902,15.535,Isle Of Man
1884,18.883,9.274,26.777,Israel
1884,12.169,4.579,21.634,Italy
1884,25.425,23.798,27.36,Jamaica
1884,10.535,-0.323,22.429,Japan
1884,18.7,7.479,28.002,Jordan
1884,4.367,-12.198,22.589,Kazakhstan
1884,23.319,22.057,24.602,Kenya
1884,25.868,25.242,26.611,Kiribati
1884,24.576,12.748,35.204,Kuwait
1884,2.479,-11.119,16.603,Kyrgyzstan
1884,22.734,17.623,26.571,Laos
1884,5.389,-3.245,17.627,Latvia
1884,16.963,7.189,25.215,Lebanon
1884,13.072,4.493,19.378,Lesotho
1884,25.875,24.705,27.168,Liberia
1884,21.226,10.778,28.822,Libya
1884,4.673,-3.278,14.488,Liechtenstein
1884,6.007,-2.164,17.559,Lithuania
1884,9.541,2.493,18.91,Luxembourg
1884,21.221,13.304,27.929,Macau
1884,9.608,-1.722,20.028,Macedonia
1884,,,,Madagascar
1884,20.777,16.471,23.453,Malawi
1884,25.087,24.225,25.585,Malaysia
1884,27.825,20.267,32.9,Mali
1884,17.584,11.443,24.772,Malta
1884,26.968,18.724,33.266,Mauritania
1884,,,,Mauritius
1884,20.126,13.506,25.368,Mexico
1884,8.396,-3.919,20.645,Moldova
1884,8.795,0.822,18.776,Monaco
1884,-1.341,-20.171,17.985,Mongolia
1884,9.464,-0.757,19.847,Montenegro
1884,17.076,9.487,27.023,Morocco
1884,22.753,18.287,25.826,Mozambique
1884,19.751,13.265,24.206,Namibia
1884,14.294,5.683,20.85,Nepal
1884,9.697,3.203,18.107,Netherlands
1884,22.033,19.337,25.143,New Caledonia
1884,9.198,5.178,13.112,New Zealand
1884,25.304,23.807,26.577,Nicaragua
1884,26.465,18.17,31.508,Niger
1884,26.603,23.877,28.926,Nigeria
1884,5.379,-9.736,19.723,North Korea
1884,0.435,-8.669,10.701,Norway
1884,26.46,19.778,32.486,Oman
1884,20.085,9.921,29.088,Pakistan
1884,26.263,25.594,26.605,Palau
1884,25.531,24.662,26.462,Panama
1884,23.751,22.996,24.446,Papua New Guinea
1884,22.729,16.049,26.784,Paraguay
1884,19.075,17.901,19.923,Peru
1884,25.449,24.22,26.256,Philippines
1884,7.563,-0.997,18.604,Poland
1884,14.188,7.59,22.475,Portugal
1884,24.73,22.645,26.716,Puerto Rico
1884,26.397,17.719,34.48,Qatar
1884,8.048,-3.586,19.071,Romania
1884,-6.182,-24.531,14.679,Russia
1884,18.407,17.831,19.293,Rwanda
1884,25.094,23.296,26.852,Saint Kitts And Nevis
1884,25.905,24.608,27.093,Saint Lucia
1884,25.884,24.075,27.715,Saint Martin
1884,26.046,24.768,27.113,Saint Vincent And The Grenadines
1884,25.388,24.681,25.826,Samoa
1884,13.378,6.29,22.32,San Marino
1884,25.271,24.001,26.941,Sao Tome And Principe
1884,25.01,14.987,33.755,Saudi Arabia
1884,27.622,23.556,30.813,Senegal
1884,9.304,-1.575,19.914,Serbia
1884,,,,Seychelles
1884,26.05,24.362,28.284,Sierra Leone
1884,25.862,24.568,26.623,Singapore
1884,25.884,24.075,27.715,Sint Maarten
1884,7.293,-1.651,18.087,Slovakia
1884,9.391,0.159,20.018,Slovenia
1884,,,,Solomon Islands
1884,26.207,24.527,27.659,Somalia
1884,16.624,8.527,22.685,South Africa
1884,10.526,-2.105,23.311,South Korea
1884,13.036,5.129,23.076,Spain
1884,26.433,24.391,27.903,Sri Lanka
1884,26.249,21.31,29.981,Sudan
1884,25.456,24.424,26.726,Suriname
1884,18.13,11.668,22.707,Swaziland
1884,2.706,-7.903,14.661,Sweden
1884,6.97,-0.736,16.723,Switzerland
1884,17.286,4.916,28.082,Syria
1884,3.138,-9.18,16.253,Tajikistan
1884,,,,Tanzania
1884,25.269,21.397,27.584,Thailand
1884,25.242,23.309,26.747,Timor Leste
1884,26.947,24.903,28.971,Togo
1884,22.187,19.648,24.621,Tonga
1884,25.353,24.111,26.349,Trinidad And Tobago
1884,18.998,9.376,28.923,Tunisia
1884,10.874,-1.001,21.492,Turkey
1884,14.004,1.466,28.188,Turkmenistan
1884,26.13,23.861,28.985,Turks And Caicas Islands
1884,22.229,21.446,23.425,Uganda
1884,7.214,-4.49,19.871,Ukraine
1884,27.294,19.136,35.12,United Arab Emirates
1884,8.971,3.747,15.786,United Kingdom
1884,7.958,-5.94,20.645,United States
1884,16.723,9.429,23.207,Uruguay
1884,11.362,-2.087,26.537,Uzbekistan
1884,24.23,23.733,25.008,Venezuela
1884,22.797,18.349,26.793,Vietnam
1884,25.632,23.729,27.565,Virgin Islands
1884,25.725,20.168,30.544,Yemen
1884,20.416,15.911,23.619,Zambia
1884,20.311,14.259,23.836,Zimbabwe
1885,13.032,-1.327,25.967,Afghanistan
1885,12.642,2.039,21.994,Albania
1885,22.206,10.269,32.965,Algeria
1885,25.75,24.833,26.545,American Samoa
1885,10.699,1.302,20.193,Andorra
1885,21.558,19.316,22.722,Angola
1885,26.232,24.215,27.569,Antigua And Barbuda
1885,13.637,5.915,20.516,Argentina
1885,8.255,-7.947,20.891,Armenia
1885,27.617,25.603,29.254,Aruba
1885,6.607,-9.39,20.698,Asia
1885,21.422,13.554,27.914,Australia
1885,6.126,-6.698,16.624,Austria
1885,10.831,-3.925,23.128,Azerbaijan
1885,24.934,21.198,28.592,Bahamas
1885,25.543,14.726,34.723,Bahrain
1885,24.605,17.818,28.125,Bangladesh
1885,26.189,24.668,27.052,Barbados
1885,5.867,-6.924,20.177,Belarus
1885,8.9,-0.572,17.694,Belgium
1885,24.355,21.117,26.67,Belize
1885,26.108,26.017,26.198,Benin
1885,11.402,3.374,18.02,Bhutan
1885,20.224,16.524,22.67,Bolivia
1885,10.534,-0.843,20.518,Bosnia And Herzegovina
1885,21.623,15.384,25.842,Botswana
1885,24.311,22.638,25.685,Brazil
1885,26.014,23.926,27.674,British Virgin Islands
1885,10.539,-1.524,20.892,Bulgaria
1885,25.99,25.197,26.783,Burkina Faso
1885,23.371,17.713,26.782,Burma
1885,19.521,18.64,20.422,Burundi
1885,26.309,24.093,28.887,Cambodia
1885,23.81,22.648,25.408,Cameroon
1885,-5.717,-26.49,12.958,Canada
1885,23.273,20.342,26.271,Cape Verde
1885,26.195,23.481,28.699,Cayman Islands
1885,24.694,23.4,26.643,Central African Republic
1885,26.357,20.15,30.532,Chad
1885,8.503,3.795,12.499,Chile
1885,5.964,-9.413,19.147,China
1885,24.221,23.58,24.751,Colombia
1885,,,,Comoros
1885,24.07,23.306,25.494,Congo
1885,23.311,22.594,24.147,Congo (Democratic Republic Of The)
1885,25.032,23.955,26.164,Costa Rica
1885,11.433,-0.243,22.033,Croatia
1885,25.028,22.104,27.759,Cuba
1885,19.026,10.354,26.77,Cyprus
1885,7.464,-5.056,17.957,Czech Republic
1885,25.24,25.145,25.335,Côte D'Ivoire
1885,7.226,-1.231,16.647,Denmark
1885,28.479,24.312,33.083,Djibouti
1885,25.923,24.152,26.949,Dominica
1885,25.26,22.922,27.259,Dominican Republic
1885,,,,Ecuador
1885,22.259,12.691,29.809,Egypt
1885,24.212,22.696,25.366,El Salvador
1885,24.466,23.439,25.663,Equatorial Guinea
1885,26.437,22.977,28.9,Eritrea
1885,4.719,-5.433,19.176,Estonia
1885,22.553,21.194,24.29,Ethiopia
1885,5.818,2.629,9.674,Faroe Islands
1885,23.981,21.283,26.088,Fiji
1885,0.426,-11.708,15.925,Finland
1885,9.903,0.484,19.014,France
1885,25.244,23.945,26.796,French Polynesia
1885,23.854,22.841,25.311,Gabon
1885,26.681,23.462,28.928,Gambia
1885,19.305,9.701,26.892,Gaza Strip
1885,7.881,-5.96,18.969,Georgia
1885,7.727,-3.16,17.463,Germany
1885,26.167,26.029,26.304,Ghana
1885,14.781,4.577,24.054,Greece
1885,-19.214,-31.21,-2.54,Greenland
1885,26.433,25.057,27.211,Grenada
1885,22.45,19.726,24.387,Guatemala
1885,24.638,22.767,26.895,Guinea
1885,25.912,23.648,27.794,Guinea Bissau
1885,24.754,24.241,25.04,Guyana
1885,25.999,23.866,28.263,Haiti
1885,24.008,21.485,25.946,Honduras
1885,21.72,12.751,27.582,Hong Kong
1885,9.749,-3.072,20.76,Hungary
1885,0.278,-7.493,7.59,Iceland
1885,23.39,16.816,28.453,India
1885,25.215,24.933,25.517,Indonesia
1885,17.002,2.964,29.025,Iran
1885,21.557,6.99,33.709,Iraq
1885,8.649,4.533,14.786,Ireland
1885,8.574,4.527,14.109,Isle Of Man
1885,19.636,10.347,26.981,Israel
1885,12.604,2.735,22.064,Italy
1885,25.666,23.573,27.595,Jamaica
1885,11.009,-1.496,23.944,Japan
1885,19.337,8.083,28.081,Jordan
1885,4.65,-17.048,21.327,Kazakhstan
1885,23.537,22.111,24.882,Kenya
1885,25.984,24.411,26.87,Kiribati
1885,24.732,11.516,35.893,Kuwait
1885,2.705,-15.052,16.719,Kyrgyzstan
1885,23.135,17.702,27.12,Laos
1885,5.19,-5.742,19.264,Latvia
1885,17.844,7.899,25.768,Lebanon
1885,13.506,7.427,19.041,Lesotho
1885,24.647,23.476,25.943,Liberia
1885,21.805,11.302,30.448,Libya
1885,4.47,-7.784,14.459,Liechtenstein
1885,5.7,-5.787,18.826,Lithuania
1885,8.655,-1.378,17.855,Luxembourg
1885,21.484,12.004,27.703,Macau
1885,10.416,-1.742,20.515,Macedonia
1885,,,,Madagascar
1885,20.771,17.522,23.563,Malawi
1885,25.509,24.81,26.338,Malaysia
1885,27.543,19.788,32.767,Mali
1885,18.215,10.799,27.377,Malta
1885,26.731,18.53,32.175,Mauritania
1885,,,,Mauritius
1885,20.31,14.194,24.851,Mexico
1885,9.03,-5.57,21.961,Moldova
1885,8.722,-1.683,19.42,Monaco
1885,-1.099,-21.853,17.865,Mongolia
1885,10.28,-1.289,20.244,Montenegro
1885,16.857,8.496,25.59,Morocco
1885,22.954,19.556,25.993,Mozambique
1885,20.272,15.227,23.729,Namibia
1885,14.271,5.198,21.516,Nepal
1885,8.534,-0.315,17.009,Netherlands
1885,21.981,18.999,25.054,New Caledonia
1885,9.731,5.189,14.474,New Zealand
1885,25.298,23.716,26.669,Nicaragua
1885,26.584,17.69,32.306,Niger
1885,24.794,24.357,25.231,Nigeria
1885,6.003,-10.841,21.357,North Korea
1885,-0.765,-10.062,10.162,Norway
1885,26.506,18.884,32.884,Oman
1885,19.79,7.956,29.296,Pakistan
1885,26.518,25.556,26.894,Palau
1885,25.764,25.117,26.7,Panama
1885,23.705,23.032,24.641,Papua New Guinea
1885,22.656,16.684,26.885,Paraguay
1885,,,,Peru
1885,25.816,23.999,27.515,Philippines
1885,7.255,-5.212,18.689,Poland
1885,13.797,6.626,20.761,Portugal
1885,25.112,22.984,26.901,Puerto Rico
1885,26.428,16.413,35.043,Qatar
1885,8.796,-4.229,19.903,Romania
1885,-6.684,-29.129,14.799,Russia
1885,18.698,17.901,19.599,Rwanda
1885,25.63,23.766,26.88,Saint Kitts And Nevis
1885,26.399,24.893,27.283,Saint Lucia
1885,26.323,24.222,27.84,Saint Martin
1885,26.535,25.063,27.427,Saint Vincent And The Grenadines
1885,25.448,24.572,26.113,Samoa
1885,13.858,4.792,22.793,San Marino
1885,25.327,24.396,26.47,Sao Tome And Principe
1885,25.269,14.966,34.026,Saudi Arabia
1885,27.114,23.339,30.134,Senegal
1885,10.06,-2.266,20.332,Serbia
1885,,,,Seychelles
1885,25.233,24.011,26.85,Sierra Leone
1885,26.223,25.661,26.721,Singapore
1885,26.323,24.222,27.84,Sint Maarten
1885,7.481,-5.158,18.205,Slovakia
1885,9.709,-2.202,20.523,Slovenia
1885,,,,Solomon Islands
1885,26.435,24.371,28.06,Somalia
1885,17.061,11.144,22.421,South Africa
1885,11.032,-2.887,24.872,South Korea
1885,12.881,3.668,21.881,Spain
1885,26.578,24.941,27.875,Sri Lanka
1885,26.51,21.484,30.027,Sudan
1885,24.621,24.234,24.881,Suriname
1885,18.421,14.068,22.442,Swaziland
1885,1.576,-9.898,14.279,Sweden
1885,6.718,-4.425,16.86,Switzerland
1885,18.013,4.803,28.865,Syria
1885,3.069,-13.203,16.31,Tajikistan
1885,22.078,21.173,22.941,Tanzania
1885,25.712,22.142,28.684,Thailand
1885,25.485,23.914,26.587,Timor Leste
1885,26.285,26.128,26.441,Togo
1885,22.256,19.295,25.005,Tonga
1885,25.769,24.251,26.461,Trinidad And Tobago
1885,19.506,8.697,30.573,Tunisia
1885,11.691,-1.372,22.689,Turkey
1885,14.033,-3.35,28.319,Turkmenistan
1885,26.47,23.871,29.218,Turks And Caicas Islands
1885,22.488,21.81,23.508,Uganda
1885,7.811,-6.861,21.725,Ukraine
1885,27.288,17.804,35.698,United Arab Emirates
1885,7.858,2.486,14.92,United Kingdom
1885,8.158,-6.103,21.241,United States
1885,16.127,8.697,23.292,Uruguay
1885,11.55,-6.966,25.958,Uzbekistan
1885,24.59,23.512,25.16,Venezuela
1885,23.192,18.231,26.847,Vietnam
1885,26.014,23.926,27.674,Virgin Islands
1885,25.985,20.405,30.389,Yemen
1885,20.792,17.378,23.776,Zambia
1885,20.644,16.133,23.927,Zimbabwe
1886,13.201,-0.665,26.846,Afghanistan
1886,12.676,4.419,21.552,Albania
1886,22.272,10.223,33.555,Algeria
1886,25.85,25.226,26.26,American Samoa
1886,10.699,2.268,19.4,Andorra
1886,21.551,18.96,22.961,Angola
1886,25.817,24.527,27.191,Antigua And Barbuda
1886,13.969,6.621,20.811,Argentina
1886,7.735,-5.713,19.67,Armenia
1886,27.375,25.779,28.828,Aruba
1886,6.787,-7.812,21.139,Asia
1886,21.45,14.237,28.105,Australia
1886,6.213,-4.608,16.05,Austria
1886,10.289,-2.124,22.171,Azerbaijan
1886,24.205,19.464,28.127,Bahamas
1886,25.733,15.76,35.221,Bahrain
1886,24.75,17.758,28.371,Bangladesh
1886,25.872,25.05,26.946,Barbados
1886,5.631,-9.201,16.972,Belarus
1886,9.266,-0.545,17.58,Belgium
1886,24.498,20.37,26.797,Belize
1886,26.402,24.223,29.578,Benin
1886,11.704,3.674,18.031,Bhutan
1886,20.096,16.301,22.43,Bolivia
1886,10.541,1.088,19.978,Bosnia And Herzegovina
1886,21.703,14.892,25.716,Botswana
1886,24.01,22.171,24.926,Brazil
1886,25.659,24.022,27.09,British Virgin Islands
1886,10.676,0.97,20.407,Bulgaria
1886,27.331,23.602,30.521,Burkina Faso
1886,23.499,18.1,26.811,Burma
1886,19.495,18.889,20.527,Burundi
1886,26.179,23.043,28.389,Cambodia
1886,23.688,22.535,25.38,Cameroon
1886,-6.162,-28.065,13.39,Canada
1886,23.323,21.432,25.859,Cape Verde
1886,25.961,22.304,28.391,Cayman Islands
1886,24.601,23.454,26.518,Central African Republic
1886,26.158,20.002,30.268,Chad
1886,8.749,3.997,12.981,Chile
1886,6.115,-8.855,19.539,China
1886,24.175,23.83,24.51,Colombia
1886,,,,Comoros
1886,23.983,23.029,25.037,Congo
1886,23.262,22.719,23.809,Congo (Democratic Republic Of The)
1886,25.183,23.96,25.998,Costa Rica
1886,11.423,1.367,21.334,Croatia
1886,24.59,20.696,27.329,Cuba
1886,18.51,12.267,26.413,Cyprus
1886,7.524,-3.833,17.338,Czech Republic
1886,25.247,23.688,28.183,Côte D'Ivoire
1886,7.305,-2.209,15.891,Denmark
1886,28.58,24.293,33.823,Djibouti
1886,25.519,24.502,26.837,Dominica
1886,24.899,22.714,26.684,Dominican Republic
1886,21.197,20.836,21.693,Ecuador
1886,21.936,12.676,29.499,Egypt
1886,24.46,22.182,25.913,El Salvador
1886,24.37,22.88,25.418,Equatorial Guinea
1886,26.366,22.674,29.494,Eritrea
1886,4.8,-8.841,16.956,Estonia
1886,22.603,21,23.772,Ethiopia
1886,5.826,1.163,9.925,Faroe Islands
1886,24.359,23.06,26.483,Fiji
1886,1.492,-14.28,16.084,Finland
1886,10.105,1.449,18.553,France
1886,25.222,24.165,26.357,French Polynesia
1886,23.776,22.104,24.878,Gabon
1886,26.781,23.481,29.29,Gambia
1886,18.61,10.817,26.815,Gaza Strip
1886,7.401,-3.085,17.401,Georgia
1886,7.991,-2.646,17.13,Germany
1886,25.984,24.391,29.211,Ghana
1886,14.8,6.873,23.758,Greece
1886,-20.261,-34.61,-2.332,Greenland
1886,26.066,25.203,26.786,Grenada
1886,22.649,18.89,24.841,Guatemala
1886,24.721,22.364,28.142,Guinea
1886,26.008,23.669,28.325,Guinea Bissau
1886,25.182,24.582,26.104,Guyana
1886,25.665,23.425,27.673,Haiti
1886,24.203,21.023,26.227,Honduras
1886,21.71,12.18,27.861,Hong Kong
1886,9.799,-1.677,19.992,Hungary
1886,0.164,-7.754,7.12,Iceland
1886,23.645,16.46,29.333,India
1886,25.22,24.788,25.582,Indonesia
1886,16.974,4.3,29.452,Iran
1886,21.266,8.378,33.627,Iraq
1886,8.739,2.948,14.618,Ireland
1886,8.643,3.087,14.451,Isle Of Man
1886,18.977,11.286,26.945,Israel
1886,12.575,3.918,21.595,Italy
1886,25.55,23.13,27.103,Jamaica
1886,11.922,-0.611,25.136,Japan
1886,18.742,9.061,28.07,Jordan
1886,3.786,-18.569,22.961,Kazakhstan
1886,23.571,22.491,25.007,Kenya
1886,26.018,24.805,27.05,Kiribati
1886,24.757,12.673,36.212,Kuwait
1886,1.647,-15.926,16.598,Kyrgyzstan
1886,23.126,17.893,26.955,Laos
1886,5.148,-8.618,16.71,Latvia
1886,17.245,9.629,25.627,Lebanon
1886,13.589,5.938,19.735,Lesotho
1886,24.68,23.589,27.003,Liberia
1886,21.536,11.322,29.709,Libya
1886,4.612,-5.506,13.961,Liechtenstein
1886,5.595,-8.311,16.407,Lithuania
1886,9.035,-0.975,17.71,Luxembourg
1886,21.494,11.481,27.969,Macau
1886,10.5,1.241,20.224,Macedonia
1886,,,,Madagascar
1886,20.831,17.389,23.171,Malawi
1886,25.298,24.006,25.954,Malaysia
1886,27.625,19.789,33.21,Mali
1886,17.903,11.854,24.467,Malta
1886,26.873,18.242,32.888,Mauritania
1886,,,,Mauritius
1886,20.151,13.671,25.258,Mexico
1886,9.146,-4.03,19.966,Moldova
1886,8.767,-1.062,18.583,Monaco
1886,-0.971,-21.862,18,Mongolia
1886,10.338,1.18,19.914,Montenegro
1886,17.086,7.947,26.239,Morocco
1886,23.039,19.253,25.26,Mozambique
1886,20.333,15.38,23.584,Namibia
1886,14.551,5.662,21.138,Nepal
1886,8.8,-0.934,17.017,Netherlands
1886,22.237,19.409,25.701,New Caledonia
1886,9.836,4.46,15.524,New Zealand
1886,25.497,23.274,26.785,Nicaragua
1886,26.483,17.771,32.138,Niger
1886,25.954,23.006,28.961,Nigeria
1886,6.601,-11.919,21.446,North Korea
1886,-0.161,-10.823,10.389,Norway
1886,26.748,19.527,33.186,Oman
1886,20.238,8.598,29.379,Pakistan
1886,26.383,25.046,27.094,Palau
1886,25.883,24.933,26.425,Panama
1886,23.879,23.268,24.343,Papua New Guinea
1886,22.52,16.032,27.294,Paraguay
1886,19.111,18.194,20.03,Peru
1886,25.461,22.984,26.839,Philippines
1886,7.188,-5.896,17.568,Poland
1886,14.071,6.646,21.693,Portugal
1886,24.774,23.002,26.352,Puerto Rico
1886,26.64,17.223,35.571,Qatar
1886,9.016,-2.054,19.002,Romania
1886,-6.129,-26.346,15.305,Russia
1886,18.665,18.099,19.402,Rwanda
1886,25.232,24.023,26.469,Saint Kitts And Nevis
1886,26.046,25.299,27.01,Saint Lucia
1886,25.97,24.389,27.28,Saint Martin
1886,26.158,25.426,26.975,Saint Vincent And The Grenadines
1886,25.581,25.049,25.929,Samoa
1886,13.833,5.695,22.073,San Marino
1886,25.266,24.151,26.224,Sao Tome And Principe
1886,25.181,15.382,34.458,Saudi Arabia
1886,27.212,23.328,30.38,Senegal
1886,10.176,0.071,19.868,Serbia
1886,,,,Seychelles
1886,25.302,23.889,28.04,Sierra Leone
1886,26.403,25.586,27.125,Singapore
1886,25.97,24.389,27.28,Sint Maarten
1886,7.471,-4.643,17.406,Slovakia
1886,9.719,-0.824,19.702,Slovenia
1886,,,,Solomon Islands
1886,26.542,24.726,27.857,Somalia
1886,17.102,9.965,22.955,South Africa
1886,11.424,-3.619,24.887,South Korea
1886,13.109,4.42,22.238,Spain
1886,26.722,24.583,28.193,Sri Lanka
1886,26.342,21.247,30,Sudan
1886,25.422,24.46,26.469,Suriname
1886,18.562,12.931,22.913,Swaziland
1886,2.356,-10.304,14.264,Sweden
1886,6.823,-2.985,16.172,Switzerland
1886,17.505,6.742,28.359,Syria
1886,2.504,-13.552,16.649,Tajikistan
1886,20.244,20.244,20.244,Tanzania
1886,25.655,21.588,28.176,Thailand
1886,25.655,24.356,26.846,Timor Leste
1886,26.131,24.548,29.108,Togo
1886,22.495,20.644,25.257,Tonga
1886,25.348,24.407,25.956,Trinidad And Tobago
1886,19.407,9.178,29.319,Tunisia
1886,11.389,1.764,22.102,Turkey
1886,13.376,-3.948,29.341,Turkmenistan
1886,25.887,22.523,28.696,Turks And Caicas Islands
1886,22.483,21.871,23.381,Uganda
1886,7.707,-6.769,18.988,Ukraine
1886,27.548,18.555,36.113,United Arab Emirates
1886,7.92,1.494,14.58,United Kingdom
1886,8.182,-7.581,21.862,United States
1886,16.117,9.309,23.663,Uruguay
1886,10.598,-8.305,27.62,Uzbekistan
1886,24.379,23.727,25.188,Venezuela
1886,23.126,17.912,26.873,Vietnam
1886,25.659,24.022,27.09,Virgin Islands
1886,26.074,20.007,31.408,Yemen
1886,20.84,17.159,23.922,Zambia
1886,20.738,15.619,23.612,Zimbabwe
1887,13.641,-1.584,26.526,Afghanistan
1887,12.516,2.589,23.058,Albania
1887,22.63,10.898,33.243,Algeria
1887,25.893,25.003,26.674,American Samoa
1887,9.935,1.829,20.331,Andorra
1887,21.137,17.607,23.5,Angola
1887,25.711,23.158,27.587,Antigua And Barbuda
1887,14.085,7.52,20.107,Argentina
1887,8.33,-7.633,20.258,Armenia
1887,27.153,24.123,29.233,Aruba
1887,6.985,-9.652,21.111,Asia
1887,21.155,13.676,28.352,Australia
1887,5.213,-6.361,17.99,Austria
1887,11.091,-3.456,22.178,Azerbaijan
1887,24.494,20.249,28.106,Bahamas
1887,25.503,14.951,34.19,Bahrain
1887,24.451,16.684,28.203,Bangladesh
1887,25.802,23.714,27.206,Barbados
1887,5.819,-5.314,18.352,Belarus
1887,8.243,-0.765,19.11,Belgium
1887,24.338,20.985,26.583,Belize
1887,25.866,23.246,28.744,Benin
1887,11.362,1.961,18.406,Bhutan
1887,20.562,17.715,22.31,Bolivia
1887,10.006,-0.487,21.748,Bosnia And Herzegovina
1887,21.348,14.055,25.788,Botswana
1887,24.279,22.895,25.324,Brazil
1887,25.522,22.945,27.67,British Virgin Islands
1887,10.499,-1.596,21.597,Bulgaria
1887,27.07,23.44,30.569,Burkina Faso
1887,23.334,17.345,26.571,Burma
1887,19.334,18.465,20.583,Burundi
1887,25.92,23.421,27.986,Cambodia
1887,23.188,21.718,24.889,Cameroon
1887,-6.895,-28.357,12.9,Canada
1887,23.531,20.677,26.188,Cape Verde
1887,25.988,22.973,28.318,Cayman Islands
1887,24.343,23.072,26.3,Central African Republic
1887,26.307,19.492,30.915,Chad
1887,8.855,4.836,12.965,Chile
1887,6.197,-11.115,20.295,China
1887,23.988,23.415,24.581,Colombia
1887,,,,Comoros
1887,23.462,22.265,24.714,Congo
1887,22.976,22.1,23.786,Congo (Democratic Republic Of The)
1887,24.825,24.267,25.259,Costa Rica
1887,10.752,0.148,23.099,Croatia
1887,24.719,21.333,27.259,Cuba
1887,18.897,10.136,27.162,Cyprus
1887,6.634,-5.57,19.539,Czech Republic
1887,24.863,22.89,26.533,Côte D'Ivoire
1887,7.218,-0.919,16.632,Denmark
1887,28.14,23.944,32.492,Djibouti
1887,25.432,22.944,27.06,Dominica
1887,24.818,22.124,27.003,Dominican Republic
1887,21.073,20.267,21.518,Ecuador
